연번,관광지명,주소,위도,경도,문화재구분,문화재번호,전화번호,관광테마,주차장 여부,주차 대수,기타_홈페이지 주소,상세내용
90,앵강다숲권역,경상남도 남해군 이동면 성남로78번길 25,34.7809063,127.9537825,관광지,,055-863-0964,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로, 단체",Y,45,http://www.agds.co.kr/,"천혜의 자연조건을 갖춘 아름다운 앵강다숲권역은 신전들을 비롯한 청정한 자연환경과 드넓게 펼쳐진 앵강만 바다, 그리고 숲이 잘 어우러진 곳입니다. 단체가 즐길 수 있는 운동장과 족구장, 어린이놀어터, 풀장, 숲 산책로 등이 있어 복잡한 도시생활을 잠시 접어두고 맑은 공기를 마시며 지친 심신을 달랠 수 있는 곳이기도 합니다."
91,원예예술촌,경상남도 남해군 예술길 39,34.8037716,128.0361436,관광지,,055-867-4702,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로, 단체",Y,,http://housengarden.net/,독일마을 옆에 위치한 원예예술촌은 꽃과 나무를 소재로 한 테마 관광지로 아름답고 개성적인 21개소의 주택과 정원이 나라별 이미지와 테마를 살려 조성되어 있다.
92,남해유배문학관,경상남도 남해군 남해대로 2745,34.8323041,127.8999851,관광지,,055-860-8888,"봄, 여름, 가을, 겨울, 자가용/렌트, 버스, 친구, 키즈, 우정女, 우정男, 나홀로, 단체",Y,,,"국내 최초 및 최대 규모의 유배문학관으로, 유배와 유배문학에 관한 종합적인 정보 습득을 위한 공간이다. 주제별 전시관을 통해 유배 문학에 대한 체계적인 이해와 다양한 체험 전시, 학습 프로그램을 통해 관람객이 흥미를 느낄 수 있도록 구성되어 있다."
93,남해국제탈공연예술촌,경상남도 남해군 이동면 남해대로 2412,34.8176564,127.927582,관광지,,055-864-7625,"봄, 여름, 가을, 겨울, 자가용/렌트, 버스, 친구, 우정女, 우정男, 단체",Y,,,국내외에서 발간된 공연 관련 자료와 세계 각국의 탈이 전시되어 있고 주말에 수시로 공연과 영상상영이 이루어진다.
94,나비생태공원,경상남도 남해군 금암로 562-23,34.7579443,128.0125513,관광지,,055-860-3282,"봄, 여름, 가을, 겨울, 키즈, 단체",Y,,http://tour.namhae.go.kr/00002875/00003142/00003143.web,"나비, 곤충을 보다 친숙하고 쉽게 접할 수 있도록 나비를 테마로 여러가지 공간이 조성되어있는 생태공원이다."
95,남해양떼목장 양모리학교,경상남도 남해군 설천면 설천로775번길 256-17,34.932691,127.8977289,관광지,,055-862-8933,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인",Y,,https://blog.naver.com/lakdhf68,"행복한 양치기가 되어보고 싶다면, 소박한 양모리 학교가 좋겠다. 보물섬 남해에 최초로 생긴 설천 구두산 자락의 양모리학교는 총 3만 3000㎡부지에 2013년 4월, 문을 열었다. 설천면 설천로 775번길 256-17 위치에 자리한 양모리 학교는 ‘동물복지’에 관심이 많은 마태용 씨가 운영하는 소박한 규모의 체험목장이다. 마태용 씨는 우연히 본 양몰이개를 훈련하다 절로 양까지 좋아하게 됐다. 그는 영국에서 양몰이를 배워온 양치기로 목장 고유의 모습, 동물이 편히 지낼 수 있는 목장을 만들어가는 게 소망이라며 이러한 철학을 바탕으로 목장을 꾸려나가고 있다."
96,이순신 순국공원,경상남도 남해군 고현면 차면리 107,34.9126107,127.8574483,관광지,,055-860-3786,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 우정女, 우정男, 단체",Y,,,이순신순국공원은 충무공 이순신 장군이 노량해전에서 왜구의 총탄에 맞아 순국하신 후 유해가 처음 육지에 내려진 곳으로 이순시 장군이 순국하신 성지이자 역사의 현장이다.
97,미국마을,경상남도 남해군 이동면 미국마을길,34.7806685,127.9281169,관광지,,1588-3415,"마을여행, 봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 단체",Y,,,미국형 전통 건축양식인 고급 민박형 팬션과 전원주거가 결합된 주택을 건립하여 특색 있는 관광인프라를 구축하고 있다.
98,독일마을·파독전시관,경상남도 남해군 삼동면 독일로 89-7,34.7999125,128.0383167,관광지,,055-867-8897,"마을여행, 봄, 여름, 가을, 겨울, 친구, 키즈, 연인, 우정女, 우정男, 효도, 단체",Y,,http://xn--q20b22d63gstp7hax35e.com/,"""""한국관광공사 선정 한국인이 꼭 가봐야 할 관광지 100선 선정"""" 60~70년대 경제발전에 헌신한 독일 교포들의 정착촌으로 마을의 모든 주택이 독일식으로 지어져 이국적 풍경을 자아내고 있으며 남해파독전시관에서는 파독 광부, 간호사의 삶의 흔적을 느낄 수 있다."
99,스포츠파크,경상남도 남해군 서면 스포츠파크길 74,34.8054935,127.8337739,관광지,,055-860-8661,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로, 단체",Y,,,2002년 월드컵이 유치되면서 남해의 축구열기가 고조되었다. 많은 이들의 수요을 충족하기 위해 조성된 남해의 잔디 구장은 계절에 관계없이 사용할 수 있어 전국각지의 전지훈련객들에게 사랑받고 있다. 산책로가 조성되어 있어 산책하기도 안성맞춤이다.
100,상주은모래비치유람선,경상남도 남해군 상주면 남해대로675번길 75-1,34.7175483,127.9919431,관광지,,,,Y,,,
101,미조항유람선,경상남도 남해군 미조면 미조로 230-8,34.7108589,128.0482975,관광지,,055-867-6613,,Y,,,
102,들꽃효소마을,경상남도 남해군 삼이로 63-19,34.8265846,127.9956823,관광지,,055-867-8826,,Y,,http://xn--js0bt0imtegujgnhm1y.com/,
103,지족갯마을,경상남도 남해군 삼동면 죽방로 103,34.8328137,127.9916258,관광지,,,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,http://jijok.invil.org/index.html,"남해군 삼동면 중심부의 면소재지 인근에 위치한 지족갯마을은 지족해협을 사이에 두고 창선면과 접하고 있으며, 창선교가 이어주고 있다. 지족해협에는 태고 적부터 내려오던 남해 지족해협 죽방렴이 있는데, 2010년 8월 명승71호로 지정(문화재청)되었다."
104,법흥사,경상남도 남해군 남해읍 망운로10번길 45-1,34.8421872,127.89268,관광지,전통사찰 제104호,055-864-3243,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로",Y,,,
105,항도어촌체험마을,경남 남해군 미조면 동부대로310번길 32-8,34.7413931,128.0475398,관광지,,055-867-4348,"봄, 여름, 가을, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로, 단체",Y,,http://www.xn--hq1b37iutl0qb27lcpae38buya.kr/,
106,문항어촌체험마을,경남 남해군 설천면 강진로 159-9,34.9093609,127.9220409,관광지,,055-863-4787,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,http://www.xn--hz2b9zc4u0rb27lcpaf38btya.kr/,
107,적량해비치마을,경상남도 남해군 창선면 흥선로 1196-1,34.8603939,128.0594089,관광지,,055-867-4422,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,https://blog.naver.com/anjy1221,"적량해비치마을은 임진왜란과 관련된 국사봉, 적량성터, 굴항 등의 역사문화자원과 마을 입구 다랑논에서 사시사철 꽃 잔치가 펼쳐지는 풍광으로 행복 가득한 마을이다. 아름다운 푸른 바다를 배경으로 하얀 요트 위에서 해양스포츠를 즐길 수 있으며, 해풍을 머금고 자란 연둣빛 고사리체험, 옛 방식의 고기잡이 통발체험, 전어잡기 등의 체험거리도 가득해 많은 사람들이 적량해비치마을을 찾고 있다."
108,은점어촌체험마을,경상남도 남해군 삼동면 동부대로942번길 34-9,34.7863488,128.0523953,관광지,,055-867-7119,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,http://www.xn--hz2b11t67asa13hy1qura767c.kr/,"은점어촌체험마을의 대표적인 체험프로그램은 문어잡이통발체험이며 선상낚시, 좌대낚시, 맨손고기잡이, 후릿그물, 어린이제트스키체험도 함께 즐길 수 있다."
109,유포어촌체험마을,경상남도 남해군 서면 남서대로2381번길 60,34.8619622,127.8148051,관광지,,,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,http://www.xn--hz2b11tg5age71zcpa489atwd.kr/,
110,보물섬남해삼베마을,경상남도 남해군 고현면 남서대로 3029,34.8978875,127.8411925,관광지,,055-864-8187,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로",Y,,http://nhjahwal.co.kr/business/sub02.htmlnum=2,
111,두모드므개체험마을,경상남도 남해군 상주면 양아로533번길 18,34.7338486,127.9553266,관광지,,,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,https://cafe.naver.com/dumocamping#,"두모마을은 한가운데를 흐르는 하천에서 1급수의 물이 흐르고 은어와 참게, 민물장어들이 서식하고 있는 아주 깨끗한 마을이다. 지난 2005년 녹색농촌체험마을로 선정되어 다양한 체험거리와 볼거리를 제공하고 있으며, 특히 고려 후기 태조 이성계가 왕위에 오르기 전 백일기도를 드렸던 금산이 마을 뒤로 위치해 그 정기가 흐르고, 마을 앞 노도에는 서포 김만중의 역사가 살아 있다."
112,덕월아이펀마을,경상남도 남해군 남면 남서대로 1176-19,34.7824922,127.8589946,관광지,,055-862-8248,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,http://www.ifunnamhae.co.kr/,
113,왕지등대마을,경상남도 남해군 설천면 설천로864번길 53,34.9392226,127.9037199,관광지,,055-860-3935,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정男, 나홀로, 단체",Y,70,http://wangji.co.kr/,
114,창선대교타운,52449경상남도 남해군 창선면 동부대로2964번길 48,34.9177746,128.0313999,관광지,,055-867-5238,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로, 단체",Y,,,
115,지족어촌체험마을,경상남도 남해군 삼동면 죽방로 24,34.8325706,127.999432,관광지,,055-867-8249,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,90,http://jijok.invil.org/index.html,
116,신흥해바리마을,경상남도 남해군 창선면 서부로 257,34.8438007,127.9757039,관광지,,,"봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,http://haebari.go2vil.org/,"해바리마을은 해발 468m의 대방산 자락에 흘러나오는 용의 모양을 한 뒷산 마루와 거북형상을 한 앞산, 그리고 천혜의 청정지역인 강진만 바다로 둘러쌓여 자연경관이 잘 조화를 이루고 있는 마을이다. 특히 남해군을 대표하는 특산물인 유자를 처음으로 생산하여 확대․보급시킨 곳이다. 대표적인 체험으로는 한밤중 횃불을 들고 낙지를 잡는 ‘홰바리체험’이 있으며 지역의 갯벌과 바다, 그리고 유자농장 등 기존의 지역 자원을 활용하여 체험 프로그램을 계절별로 다양하게 운영하고 있다."
117,송정한솔체험마을,경남 남해군 미송로486번길 30,34.7256325,128.025136,관광지,,055-867-1346,"봄, 여름, 가을, 자가용/렌트, 친구, 키즈, 우정女, 우정男, 단체",Y,,https://blog.naver.com/xogns847,
118,가천다랭이마을,경상남도 남해군 남면 남면로679번길 21,34.7275092,127.8940077,관광지,,055-863-3893,"마을여행, 봄, 여름, 가을, 자가용/렌트, 키즈, 단체",Y,,https://darangyi.modoo.at/,"""CNN이 선정한 한국에서 꼭 가봐야 할 곳 3위"" 드라이브 코스로 각광받는 남면 해안 관광도로 최남단의 가천 다랭이마을은 푸른 바다를 접한 산비탈을 일군 좁고 긴 게단 형태의 다랑이논(명승 제15호)이 있는 마을로 섬 특유의 정취를 느끼게 하며 또 다른 자랑거리인 암수바위가 있다."
119,창선-삼천포대교,경상남도 남해군 창선면 동부대로2964번길 49-10,34.9173872,128.0305132,관광지,,055-860-3311,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 연인, 우정女, 우정男, 나홀로",Y,,,
120,호구산과 용문사,경상남도 남해군 이동면 용문사길 166-11,34.7879404,127.9230404,관광지,,055-860-3676,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 효도",Y,,http://yongmunsanam.templestay.com/,"용문사는 미륵이 탄생하여 맨처음 몸을 씻었다는 용소마을 위쪽의 호구산 계곡에 호젓하게 자리잡고 있다. 신라시대 원효대사가 금산에 보광사를 짓고, 뒤에 호구산에 첨성각을 세우고 금산에 있던 보광사를 옮겼다고 한다."
121,남해 물건리 방조어부림과 물미해안,남해군 삼동면 동부대로1030번길 59,34.7958875,128.0504234,관광지,천연기념물 제150호,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 버스, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로, 단체",Y,,,2천여 그루의 방풍림으로 조성된 울창한 수림이 초승달 모양을 그리며 장관을 이루고 있는 곳으로 숲과 어우러진 몽돌해안은 남해 바다의 정취가 물씬 풍기는 독특함을 자랑한다. 
122,망운산과 화방사,경상남도 남해군 고현면 화방사길 128-6,34.8645862,127.8629452,관광지,,055-860-3676,"봄, 여름, 가을, 자가용/렌트, 친구, 우정男, 단체",Y,,,
123,서포 김만중 선생 유허와 노도,경상남도 남해군 상주면 노도길 73-34,34.7260264,127.9408194,관광지,,055-860-8621,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도",Y,,,"노도에서 바라보는 금산의 절경과 앵강만의 풍광 못지않게 구운몽과 사씨남정기의 작가 서포 김만중 선생이 56세의 일기로 유형의 삶을 마감했던 곳으로 유명하다. 서포문학관, 작가창작실, 야외전시장 등을 조성하고 있다. (벽련마을에서 노도로 운행하는 도선 이용)"
124,남해 가천 암수바위와 남면해안,경상남도 남해군 남면 남면로679번길 21,34.7275092,127.8940077,관광지,,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 우정女, 우정男, 나홀로",Y,80,https://darangyi.modoo.at/,
125,남해 관음포 이충무공 유적,경상남도 남해군 고현면 남해대로 3829,34.9119328,127.8559065,관광지,,055-860-8631,"봄, 여름, 가을, 겨울, 자가용/렌트, 버스, 친구, 키즈, 연인, 우정女, 우정男, 효도, 단체",Y,,,
126,창선교와 남해지족해협 죽방렴,경상남도 남해군 삼동면 죽방로 65,34.8312904,127.9957367,관광지,,055-860-3311,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 연인, 우정男, 나홀로",Y,,,
127,남해대교와 남해 충렬사,경상남도 남해군 설천면 노량로183번길 27,34.9419198,127.875899,관광지,,055-860-3311,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 나홀로",Y,,,
128,남해 금산과 보리암,경상남도 남해군 상주면 보리암로 665,34.7523634,127.9829942,관광지,,055-860-5800,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 연인, 우정女, 우정男, 효도, 단체",Y,,,금산(해발 705m)은 한려해상 국립공원 내의 유일한 산악공원으로 38경이 있으며 온갖 전설을 담은 기암괴석이 금강산을 빼어 닮았다 하여 소금강 혹은 남해 금강이라 불린다. 고려 말 태조 이성계가 이곳 금산에서 백일기도를 한 뒤 조선을 건국하게 되어 보은한다는 뜻으로 산 이름을 비단 금(錦)이라 바꿔 부르게 하였다.
129,용문사,경상남도 남해군 용문사길 166-11,34.7879404,127.9230404,관광지,,055-862-4425,"봄, 여름, 가을, 겨울, 자가용/렌트, 친구, 키즈, 연인, 우정女, 우정男, 효도, 나홀로",Y,,http://www.yongmunsa.net/,
